,age,income,frq,rcn,mnt,clothes,kitchen,small_appliances,toys,house_keeping,dependents,per_net_purchase,gender,education,status,description
5815,1979,54232,12,52,117,64,1,25,3,6,1,43,M,Graduation,Together,Meh...
5816,1959,65582,7,63,118,69,1,27,1,1,1,22,M,Master,Together,OK nice!
5817,1962,79301,23,22,602,67,2,21,5,6,1,48,M,Graduation,Married,Kind of OK
5818,1963,66622,17,4,303,70,2,23,1,4,1,57,F,Graduation,Together,OK nice!
5819,1965,56893,12,12,220,70,1,21,7,2,0,45,M,Graduation,Widow,Meh...
5820,1973,57733,14,87,150,61,2,35,1,1,1,63,F,Graduation,Together,Kind of OK
5821,1945,89139,28,11,896,71,1,24,2,2,1,50,F,Master,Married,OK nice!
5822,1957,86396,33,20,1399,56,0,27,16,1,0,32,M,Graduation,Married,OK nice!
5823,1983,71750,28,97,832,24,2,65,7,2,1,66,F,1st Cycle,Together,Take my money!!
5824,1968,47911,4,188,15,40,24,16,3,17,0,39,M,1st Cycle,Divorced,Kind of OK
5825,1989,32933,8,343,13,44,5,42,4,5,1,64,F,Master,Single,OK nice!
5826,1964,79520,16,21,392,44,4,44,5,3,1,37,M,Graduation,Married,Meh...
5827,1965,63150,28,44,771,87,0,11,1,1,1,61,F,1st Cycle,Married,Take my money!!
5828,1975,60379,10,88,147,55,3,37,4,1,1,37,F,PhD,Together,Kind of OK
5829,1976,43354,9,22,20,43,27,27,0,3,1,65,F,Graduation,Divorced,Kind of OK
5830,1954,77156,17,45,396,65,2,30,2,1,1,38,M,Graduation,Together,OK nice!
5831,1992,10000,12,54,36,14,10,29,26,20,1,61,M,Graduation,Single,OK nice!
5832,1976,55967,8,78,152,47,9,35,0,9,0,30,M,Master,Married,OK nice!
5833,1974,56497,11,83,147,46,4,42,2,6,1,37,F,Graduation,Single,OK nice!
5834,1990,10000,8,19,20,17,8,50,13,12,1,55,M,Graduation,Single,OK nice!
5835,1985,43409,9,13,74,47,5,40,1,6,1,49,F,Graduation,Married,OK nice!
5836,1994,13640,11,77,28,16,13,47,7,17,1,71,F,1st Cycle,Together,Kind of OK
5837,1976,58768,8,20,54,46,7,26,15,6,1,46,F,Graduation,Married,Kind of OK
5838,1940,105052,35,12,1668,40,3,51,1,5,0,13,M,Graduation,Married,Take my money!!
5839,1987,38221,13,43,92,42,5,45,5,3,1,63,M,Graduation,Married,OK nice!
5840,1974,53398,8,23,32,43,21,22,3,12,1,63,M,2nd Cycle,Married,OK nice!
5841,1971,77487,11,45,149,23,21,23,12,21,1,51,M,Graduation,Married,OK nice!
5842,1949,105657,43,51,1916,30,6,33,27,5,0,23,M,Graduation,Married,Take my money!!
5843,1976,56289,8,61,36,81,2,15,1,1,1,53,M,Graduation,Single,Kind of OK
5844,1981,39927,9,151,16,60,3,28,8,1,1,63,M,Master,Married,Meh...
5845,1987,44645,13,27,117,45,6,39,4,6,1,61,M,Master,Married,Meh...
5846,1995,35564,11,82,44,16,1,28,20,35,1,70,M,1st Cycle,Single,OK nice!
5847,1947,109102,46,52,1978,84,1,13,1,1,1,45,M,PhD,Married,Take my money!!
5848,1940,118072,32,34,1536,40,1,39,8,12,0,12,F,Graduation,Widow,OK nice!
5849,1968,72288,21,18,483,88,1,8,2,1,1,53,F,Graduation,Married,Meh...
5850,1941,93332,21,79,834,22,14,48,12,3,0,14,M,Graduation,Together,OK nice!
5851,1940,103212,29,32,1268,54,3,33,6,4,0,13,F,Graduation,Married,OK nice!
5852,1959,80202,23,6,834,39,10,36,8,7,1,30,F,Graduation,Single,OK nice!
5853,1975,48590,13,9,119,55,0,39,3,3,1,58,F,Graduation,Married,Kind of OK
5854,1958,89758,13,70,393,66,9,15,8,3,1,20,M,Graduation,Together,OK nice!
5855,1955,89910,26,51,962,64,3,27,1,5,1,26,M,Graduation,Married,Take my money!!
5856,1976,53836,8,105,20,84,3,7,4,2,0,56,M,2nd Cycle,Together,Meh...
5857,1963,63029,14,6,188,90,0,9,0,0,1,58,M,PhD,Married,Meh...
5858,1950,99547,26,66,897,62,3,32,2,2,0,39,M,Graduation,Together,Take my money!!
5859,1963,59710,7,95,41,65,7,20,4,3,1,54,M,2nd Cycle,Single,Kind of OK
5860,1944,107235,38,58,1853,45,4,40,6,5,0,12,F,2nd Cycle,Married,Take my money!!
5861,1983,31302,7,184,9,45,6,43,1,5,1,60,F,PhD,Divorced,Meh...
5862,1982,60681,19,45,297,25,9,56,6,4,1,71,M,Graduation,Married,OK nice!
5863,1980,,19,0,349,46,9,32,3,10,1,54,M,Graduation,Married,Meh...
5864,1990,44068,25,15,593,17,12,41,14,16,0,58,M,Graduation,Single,Meh...
5865,1946,94389,28,82,1149,30,4,57,7,1,0,12,M,2nd Cycle,Married,Take my money!!
5866,1958,96688,34,38,1400,67,2,23,3,5,1,32,M,Graduation,Married,OK nice!
5867,1955,81666,22,49,659,58,21,10,7,4,1,32,M,2nd Cycle,Married,OK nice!
5868,1977,54158,7,62,35,49,4,30,6,12,1,53,F,Graduation,Married,Meh...
5869,1993,31623,11,76,43,15,7,34,26,18,1,66,M,1st Cycle,Married,Kind of OK
5870,1957,83644,34,95,1284,68,7,11,6,8,1,43,M,2nd Cycle,Married,OK nice!
5871,1962,76989,20,72,485,57,7,29,1,6,1,47,F,Graduation,Single,OK nice!
5872,1947,104161,27,21,1147,48,14,26,11,2,0,20,M,PhD,Single,OK nice!
5873,1971,60591,23,90,594,36,5,52,6,1,1,52,F,Graduation,Together,OK nice!
5874,1964,70878,7,39,64,76,4,13,5,2,1,50,M,Graduation,Married,OK nice!
5875,1994,37719,17,48,217,4,14,29,27,27,1,66,M,1st Cycle,Single,Meh...
5876,1969,73884,26,34,702,88,3,6,3,0,1,55,F,1st Cycle,Married,OK nice!
5877,1969,76940,19,14,446,86,0,12,1,1,1,58,M,Master,,Meh...
5878,1940,110109,29,54,1343,38,9,41,9,3,0,13,M,Graduation,Married,Take my money!!
5879,1952,90171,24,12,710,56,5,34,0,4,1,39,M,Graduation,Married,OK nice!
5880,1949,93798,40,78,1916,61,3,31,2,3,0,9,M,Graduation,Divorced,Take my money!!
5881,1937,98009,36,43,1605,46,5,43,5,1,0,26,F,PhD,Together,OK nice!
5882,1964,75175,20,26,395,91,0,8,0,0,1,62,M,2nd Cycle,Divorced,OK nice!
5883,1948,105251,36,1,1669,42,1,48,8,1,0,20,F,Master,Divorced,OK nice!
5884,1945,100368,24,18,1017,28,17,37,13,5,0,13,M,2nd Cycle,Married,Meh...
5885,1980,38988,10,56,63,37,10,48,1,4,1,55,F,Graduation,Married,Kind of OK
5886,1987,34787,9,84,69,22,15,28,9,26,,40,M,2nd Cycle,Together,OK nice!
5887,1996,10000,10,12,16,12,8,31,32,17,1,65,M,1st Cycle,Single,Meh...
5888,1967,64967,6,17,93,53,3,26,9,9,1,21,M,Graduation,Married,Kind of OK
5889,1959,77250,13,100,297,69,1,21,5,4,1,26,M,PhD,Together,Meh...
5890,1943,96668,33,97,1606,50,15,22,2,10,0,11,F,Graduation,Married,OK nice!
5891,1942,85403,27,67,1086,44,8,37,7,4,0,20,M,2nd Cycle,Divorced,Take my money!!
5892,1949,113113,33,92,1350,50,10,23,3,14,1,40,M,Graduation,Divorced,Take my money!!
5893,1981,51228,19,48,345,57,2,37,2,2,1,69,M,Graduation,Single,Kind of OK
5894,1938,88885,29,78,1209,33,8,37,14,8,0,20,M,1st Cycle,Widow,Take my money!!
5895,1972,63412,15,72,185,63,7,22,6,2,1,54,F,Graduation,Married,Kind of OK
5896,1978,55955,6,66,42,55,11,25,2,6,1,38,M,OldSchool,Together,Meh...
5897,1974,52466,8,4,36,50,9,25,6,11,1,56,M,2nd Cycle,Single,Meh...
5898,1964,75324,15,78,182,84,0,14,1,1,1,72,M,Graduation,Married,OK nice!
5899,1959,67817,22,7,763,59,4,27,5,4,0,23,M,Graduation,Married,OK nice!
5900,1967,68188,11,96,154,94,0,5,0,0,0,51,M,PhD,Single,Meh...
5901,1948,100313,32,82,1467,47,7,27,10,9,0,13,M,2nd Cycle,Together,OK nice!
5902,1951,82623,18,86,481,49,11,30,1,8,1,35,F,Graduation,Single,Kind of OK
5903,1990,29190,12,6,72,41,8,41,9,1,0,59,F,Graduation,Single,OK nice!
5904,1987,38520,11,32,44,27,7,39,12,15,1,70,M,Graduation,Single,Kind of OK
5905,1990,28687,13,85,78,13,19,37,13,18,1,59,M,2nd Cycle,Single,Kind of OK
5906,1945,90665,28,62,1219,44,0,45,6,5,0,14,F,Graduation,Together,OK nice!
5907,1963,73916,8,55,154,65,12,19,0,4,1,31,M,Master,Single,Kind of OK
5908,1957,92205,30,26,1145,37,16,17,16,14,1,33,F,Graduation,Married,OK nice!
5909,1991,29823,10,80,33,35,6,41,17,1,1,67,M,Graduation,Single,Meh...
5910,1995,29872,19,71,339,7,17,19,31,26,0,50,M,1st Cycle,Single,Meh...
5911,1951,88099,23,13,719,49,0,39,5,7,1,42,M,Master,Together,Kind of OK
5912,1971,72935,22,6,535,25,35,11,8,22,0,55,F,Graduation,Married,Kind of OK
5913,1984,18229,10,86,20,32,11,47,5,5,1,61,M,2nd Cycle,Together,Meh...
5914,1950,71810,25,50,885,46,6,25,5,17,1,20,M,2nd Cycle,Single,Kind of OK
5915,1942,112765,42,81,2101,40,6,48,1,5,0,13,M,PhD,Widow,Take my money!!
5916,1942,94183,30,69,1270,80,1,17,1,1,0,16,M,Graduation,Divorced,OK nice!
5917,1964,78291,18,74,432,69,5,22,1,3,1,43,M,2nd Cycle,Single,Kind of OK
5918,1948,94453,37,1,1735,40,9,25,24,2,0,15,M,Graduation,Together,OK nice!
5919,1953,97707,33,56,1343,73,1,20,1,5,1,36,F,PhD,Married,OK nice!
5920,1971,66225,16,97,298,56,2,36,3,3,1,49,M,1st Cycle,Married,Kind of OK
5921,1936,111935,37,98,1856,25,20,28,6,21,0,11,M,2nd Cycle,Married,Take my money!!
5922,1957,79507,15,30,341,61,3,31,0,5,1,34,M,Graduation,Married,Kind of OK
5923,1946,95259,38,5,1790,60,2,24,5,9,0,16,F,PhD,Married,OK nice!
5924,1960,87200,33,80,1217,79,2,16,1,2,,44,M,Graduation,Together,OK nice!
5925,1982,63345,16,94,338,8,0,29,38,25,1,29,F,2nd Cycle,Together,Meh...
5926,1941,97883,38,74,1723,53,0,41,3,3,0,20,M,Graduation,Divorced,OK nice!
5927,1958,74085,18,52,344,31,11,22,15,21,1,52,M,2nd Cycle,Married,OK nice!
5928,1960,84089,30,65,1010,88,0,11,0,0,1,52,M,Graduation,Married,Take my money!!
5929,1943,104665,30,12,1216,75,6,14,3,3,,43,F,Graduation,Married,OK nice!
5930,1975,41251,11,24,90,70,2,25,2,1,0,48,M,Graduation,Together,Meh...
5931,1959,79215,15,56,395,23,17,42,6,11,0,36,M,Graduation,Single,Kind of OK
5932,1958,89584,40,46,1731,84,1,13,0,2,1,27,M,PhD,Married,OK nice!
5933,1960,93266,39,42,1543,92,0,7,1,0,1,60,M,Graduation,Together,Take my money!!
5934,1993,25380,10,6,25,11,12,51,14,12,1,60,M,2nd Cycle,Single,Kind of OK
5935,1961,82679,18,93,442,84,5,9,1,0,1,43,M,Master,Single,Meh...
5936,1994,16196,11,3,35,18,9,56,9,8,1,62,F,1st Cycle,Single,Kind of OK
5937,1983,50166,16,1,217,34,7,53,4,2,1,54,M,Graduation,Single,OK nice!
5938,1977,50544,12,42,120,59,2,31,4,4,1,55,M,Graduation,Divorced,Meh...
5939,1940,126272,56,52,2878,31,12,42,9,6,0,9,M,Graduation,Divorced,OK nice!
5940,1949,102190,34,64,1663,37,6,48,4,6,0,11,M,Graduation,Divorced,OK nice!
5941,1977,49778,9,44,49,54,4,34,3,5,1,56,M,Master,Married,Meh...
5942,1960,80947,21,97,654,34,6,26,23,11,1,28,M,Graduation,Single,Meh...
5943,1959,94643,36,30,1470,43,14,29,13,1,1,38,M,2nd Cycle,Together,OK nice!
5944,1995,27546,12,3,65,5,23,24,30,19,1,59,M,1st Cycle,Single,OK nice!
5945,1967,71673,15,54,256,71,0,24,2,2,1,50,M,Master,Single,Kind of OK
5946,1938,100844,35,49,1661,19,4,42,18,17,0,11,M,1st Cycle,Widow,OK nice!
5947,1960,84309,29,97,883,77,0,19,3,1,1,56,M,Master,Together,Take my money!!
5948,1939,117216,33,57,1344,73,2,22,1,2,1,47,M,Graduation,Widow,OK nice!
5949,1981,30206,8,63,50,40,18,15,15,13,,33,F,Master,Single,OK nice!
5950,1954,82507,34,74,1271,65,0,22,6,7,1,28,M,Graduation,Married,OK nice!
5951,1944,81679,34,56,1475,29,12,32,18,9,0,16,M,2nd Cycle,Widow,Take my money!!
5952,1976,58261,18,10,386,31,13,33,1,22,1,39,M,2nd Cycle,Married,OK nice!
5953,1979,53054,13,89,152,56,10,18,7,9,1,48,F,Graduation,Married,Kind of OK
5954,1982,37902,9,221,19,48,0,40,3,9,1,64,F,Graduation,Together,OK nice!
5955,1940,112950,46,24,2347,56,3,29,5,7,0,11,F,Graduation,Together,OK nice!
5956,1975,35800,9,10,55,58,2,25,10,5,1,41,F,1st Cycle,Married,OK nice!
5957,1989,38693,11,4,119,49,13,20,16,2,1,32,M,2nd Cycle,Married,OK nice!
5958,1972,54212,7,2,54,57,8,28,0,6,1,52,M,Graduation,Together,Kind of OK
5959,1993,33568,11,27,44,20,5,33,23,19,1,63,F,2nd Cycle,Together,OK nice!
5960,1986,31268,14,83,117,25,2,57,5,11,1,57,M,Graduation,Single,Kind of OK
5961,1991,32624,7,142,12,23,19,18,17,23,1,58,M,Graduation,Single,Meh...
5962,1938,112704,26,95,1148,45,2,28,13,12,0,14,M,Graduation,Married,Take my money!!
5963,1961,87249,18,15,384,84,1,11,2,2,1,52,M,2nd Cycle,Divorced,Meh...
5964,1979,45164,10,31,50,50,7,29,6,8,1,47,M,Graduation,Together,Kind of OK
5965,1967,79767,27,9,764,91,1,8,0,0,1,55,F,Master,Married,OK nice!
5966,1940,123522,37,96,1797,30,5,45,11,9,0,20,M,Graduation,Married,Take my money!!
5967,1937,115135,30,12,1152,80,1,15,3,1,1,51,M,Master,Together,OK nice!
5968,1987,46450,11,62,118,24,20,25,19,12,1,45,M,Graduation,Single,OK nice!
5969,1957,89926,31,63,1147,66,7,19,2,7,1,37,M,Graduation,Single,Take my money!!
5970,1947,97878,21,46,763,31,1,47,11,10,1,29,M,2nd Cycle,Married,OK nice!
5971,1962,76820,24,87,773,57,6,27,4,6,1,34,F,Graduation,Widow,Meh...
5972,1966,71557,18,15,342,87,0,12,1,0,,60,F,Master,Single,Meh...
5973,1939,114736,38,17,1725,24,17,44,13,2,0,32,M,Graduation,Divorced,Take my money!!
5974,1963,66542,24,85,656,82,0,13,2,3,1,40,M,2nd Cycle,Together,OK nice!
5975,1990,47744,8,437,20,12,37,19,22,10,1,62,M,Graduation,Together,Kind of OK
5976,1983,60270,11,4,121,29,3,56,6,7,,57,F,Graduation,Married,Kind of OK
5977,1986,35408,9,22,28,57,6,27,4,6,1,60,M,Graduation,Single,Meh...
5978,1992,42514,7,96,30,4,24,19,29,23,0,60,M,2nd Cycle,Together,OK nice!
5979,1996,31503,13,60,92,7,26,27,15,25,0,78,M,1st Cycle,Single,Meh...
5980,1962,78800,31,20,1018,91,0,8,1,0,1,49,M,Graduation,Together,Take my money!!
5981,1955,92185,12,23,216,40,6,35,12,7,,44,M,2nd Cycle,Married,Meh...
5982,1950,97007,32,30,1335,67,2,28,2,1,1,27,M,Graduation,,OK nice!
5983,1984,52518,14,12,181,39,2,47,7,5,1,54,F,Graduation,Together,Kind of OK
5984,1938,99449,24,38,1020,54,4,24,12,5,0,10,M,2nd Cycle,Together,OK nice!
5985,1992,23126,11,79,44,11,22,37,30,0,1,65,M,Graduation,Single,Meh...
5986,1956,81551,15,18,395,38,5,30,15,12,1,28,M,2nd Cycle,Married,OK nice!
5987,1947,92403,27,43,1215,45,7,43,4,1,0,8,M,Graduation,Married,Take my money!!
5988,1955,97773,19,52,605,62,7,8,12,11,1,25,M,Graduation,Single,Kind of OK
5989,1942,94945,27,22,1211,29,7,51,5,8,0,7,M,Graduation,Married,Take my money!!
5990,1957,80319,25,85,887,33,4,55,1,6,1,24,F,Graduation,Married,Kind of OK
5991,1976,45890,8,164,20,66,11,15,1,7,1,46,M,Master,Married,Kind of OK
5992,1952,98273,36,86,1530,40,6,34,13,7,1,30,M,Graduation,Divorced,Take my money!!
5993,1962,81552,24,96,704,89,1,8,0,1,1,46,M,Master,,Kind of OK
5994,1975,68361,8,25,37,41,6,43,10,0,1,56,F,2nd Cycle,Single,Meh...
5995,1980,57022,12,53,90,23,7,48,16,6,1,76,F,Master,,Meh...
5996,1943,103428,32,60,1474,60,1,33,1,5,0,13,F,Master,Married,Take my money!!
5997,1956,90537,26,37,1024,66,4,26,1,2,0,33,M,PhD,Married,OK nice!
5998,1954,86707,31,29,1079,24,10,27,6,34,1,43,F,2nd Cycle,Married,Take my money!!
5999,1963,88131,30,33,1022,94,1,4,0,1,1,52,M,2nd Cycle,Married,Take my money!!
6000,1948,95124,40,26,1787,53,4,36,4,4,0,23,F,Graduation,Single,OK nice!
6001,1994,26446,6,300,11,15,25,13,27,20,,44,M,1st Cycle,Single,Kind of OK
6002,1943,102203,42,91,2104,35,3,45,8,9,0,10,M,Graduation,Divorced,Take my money!!
6003,1970,55269,8,486,19,72,1,21,2,3,1,55,M,Graduation,Married,OK nice!
6004,1939,102055,32,91,1471,54,5,39,0,2,0,14,M,PhD,Married,OK nice!
6005,1978,41029,7,189,18,44,12,25,9,10,1,53,F,Graduation,Together,Kind of OK
6006,1991,20869,10,43,41,4,18,9,22,46,0,57,M,2nd Cycle,Together,Meh...
6007,1948,86552,28,80,1140,27,23,42,0,8,0,17,F,1st Cycle,Married,Take my money!!
6008,1976,37902,8,92,19,68,9,22,1,1,1,60,F,Master,Married,Meh...
6009,1980,20427,9,96,47,63,3,27,2,5,1,34,M,PhD,Married,Kind of OK
6010,1937,127193,41,28,2045,49,11,36,3,1,0,13,F,Graduation,Divorced,OK nice!
6011,1976,24780,6,88,15,32,12,45,8,3,1,48,M,Graduation,Single,OK nice!
6012,1994,29365,11,88,65,11,17,32,13,26,0,56,M,1st Cycle,Single,OK nice!
6013,1973,61605,15,59,188,74,1,22,1,2,1,54,M,Master,Married,OK nice!
6014,1975,81413,18,62,536,41,18,24,15,3,0,32,M,1st Cycle,Married,Meh...
6015,1967,76181,21,48,547,56,1,20,3,20,1,36,F,Graduation,Widow,OK nice!
6016,1970,45367,9,11,59,32,11,26,16,15,1,41,M,Graduation,Married,Kind of OK
6017,1942,90790,25,21,1090,15,2,28,28,27,0,9,M,1st Cycle,Widow,Kind of OK
6018,1970,59347,26,39,703,73,1,19,5,2,1,45,F,Graduation,Together,OK nice!
6019,1955,75932,13,28,302,55,6,28,6,5,1,31,F,Graduation,Together,Meh...
6020,1942,113863,40,30,1978,28,19,25,13,15,0,17,F,Graduation,Married,Take my money!!
6021,1961,75586,20,48,493,81,6,10,2,1,1,51,F,2nd Cycle,Married,Meh...
6022,1943,110146,35,35,1671,55,11,31,2,1,0,9,F,Graduation,Divorced,OK nice!
6023,1987,51573,10,97,66,18,1,55,17,9,1,58,M,Graduation,Single,Meh...
6024,1976,59742,12,70,82,70,5,20,2,2,1,58,M,Graduation,Married,OK nice!
6025,1971,57164,17,11,255,82,0,16,1,1,1,62,M,Master,Married,OK nice!
6026,1948,92147,31,48,1349,34,7,33,13,14,0,17,M,Graduation,Single,Take my money!!
6027,1948,95748,26,55,1147,29,11,54,2,4,0,13,M,Graduation,Together,Take my money!!
6028,1956,87884,30,24,1204,57,0,35,4,4,1,22,M,Master,Divorced,Take my money!!
6029,1946,94346,31,93,1469,6,15,27,46,6,0,7,M,2nd Cycle,Divorced,Take my money!!
6030,1959,71303,18,36,485,25,14,18,17,26,1,26,F,Graduation,Together,OK nice!
6031,1958,68925,8,15,154,24,15,33,8,20,0,25,M,2nd Cycle,Together,Kind of OK
6032,1962,88801,13,84,255,77,2,10,6,5,1,55,M,Graduation,Together,Kind of OK
6033,1969,67529,7,12,66,62,3,23,4,8,1,39,F,Graduation,Married,Meh...
6034,1973,49545,15,6,218,85,0,14,0,0,1,52,M,Graduation,Married,Meh...
6035,1936,105892,34,96,1599,47,8,43,1,1,0,12,F,Graduation,Married,Take my money!!
6036,1980,47235,20,93,383,41,5,48,2,4,1,55,F,Graduation,Together,OK nice!
6037,1944,93702,35,20,1534,30,1,36,25,8,0,20,M,Graduation,Married,OK nice!
6038,1994,29142,9,48,53,6,26,30,28,9,0,57,F,1st Cycle,Single,Kind of OK
6039,1964,55332,24,92,534,94,0,5,0,0,1,62,M,Master,Married,OK nice!
6040,1985,39640,10,93,27,49,3,36,7,5,1,74,F,Graduation,Together,OK nice!
6041,1952,78724,16,38,482,62,0,28,8,1,1,24,F,Graduation,Married,OK nice!
6042,1978,45297,7,89,37,50,1,45,3,1,1,44,M,Graduation,Married,Meh...
6043,1941,119900,40,77,1983,38,6,49,3,4,0,13,M,Master,Widow,OK nice!
6044,1947,90577,42,56,1982,35,0,42,10,12,0,19,M,2nd Cycle,Together,Take my money!!
6045,1982,64048,18,93,345,33,7,50,5,5,1,56,M,Graduation,Married,Meh...
6046,1946,98345,28,67,1283,10,16,37,18,19,0,15,M,2nd Cycle,Together,Take my money!!
6047,1958,72262,9,16,223,73,3,17,2,6,1,17,M,Graduation,Married,Kind of OK
6048,1986,49229,9,42,54,64,3,26,2,4,1,59,M,Graduation,Divorced,Kind of OK
6049,1944,87375,25,3,1021,51,6,37,1,6,0,15,F,1st Cycle,Married,Kind of OK
6050,1968,64813,6,420,19,62,7,21,7,3,0,61,M,Graduation,Married,Meh...
6051,1987,29184,16,15,150,59,7,31,1,2,1,75,M,Graduation,Together,Kind of OK
6052,1972,71869,16,83,255,88,0,11,0,0,1,51,M,Master,Married,Meh...
6053,1993,19811,7,57,46,32,15,25,8,20,0,31,F,2nd Cycle,Single,OK nice!
6054,1994,43183,10,78,42,15,12,29,24,20,0,69,M,1st Cycle,Together,Kind of OK
6055,1976,,8,28,54,47,1,42,3,7,1,43,M,,Single,OK nice!
6056,1974,68588,25,88,836,63,2,30,3,2,1,41,F,Graduation,Divorced,OK nice!
6057,1963,74514,12,7,148,74,1,23,1,1,1,56,M,2nd Cycle,Divorced,OK nice!
6058,1936,120207,45,70,2287,65,0,31,3,1,0,13,F,PhD,Together,Take my money!!
6059,1994,49008,8,74,73,23,7,17,47,6,1,28,M,1st Cycle,Single,OK nice!
6060,1993,35811,4,451,13,45,21,21,9,4,0,32,F,2nd Cycle,Single,Horrible
6061,1950,109352,45,48,2042,48,18,13,13,8,0,34,M,Graduation,Married,OK nice!
6062,1978,54382,6,66,33,38,14,32,10,7,1,42,M,2nd Cycle,Together,Kind of OK
6063,1951,94942,26,21,1023,12,22,31,33,2,0,29,M,2nd Cycle,Together,Take my money!!
6064,1941,123696,42,52,2107,38,1,38,10,14,0,11,M,2nd Cycle,Married,OK nice!
6065,1981,58315,11,81,65,53,4,39,0,4,1,62,F,Master,Married,OK nice!
6066,1989,50980,8,74,46,33,9,37,9,11,1,51,M,Master,Single,Kind of OK
6067,1964,85190,21,63,543,90,1,9,0,0,1,58,M,PhD,Together,Kind of OK
6068,1979,49069,7,23,21,80,5,14,0,1,1,59,M,Master,Married,OK nice!
6069,1971,53906,8,89,18,69,1,23,3,3,1,58,M,Graduation,Married,Meh...
6070,1936,119104,51,96,2407,53,1,41,2,4,0,30,M,PhD,Together,OK nice!
6071,1969,63457,12,4,147,60,5,24,5,5,1,51,M,Graduation,Married,OK nice!
6072,1972,78503,11,11,182,61,3,30,4,2,1,50,M,Graduation,Married,Meh...
6073,1982,51487,12,70,185,55,5,31,6,3,1,36,F,Graduation,Single,Meh...
6074,1957,71866,16,24,348,48,11,29,11,1,1,42,M,Graduation,Single,Meh...
6075,1944,91037,38,40,1790,56,2,39,2,0,0,15,M,PhD,Married,OK nice!
6076,1942,112201,34,10,1414,32,12,36,11,9,1,39,F,2nd Cycle,Married,Take my money!!
6077,1953,96016,14,14,431,45,2,36,6,11,1,27,F,Graduation,Widow,Meh...
6078,1949,99223,24,23,1022,27,4,44,2,22,0,16,M,Graduation,Married,Meh...
6079,1969,62855,8,50,35,79,2,16,2,2,1,64,F,PhD,Married,Meh...
6080,1985,58383,12,22,121,55,1,39,1,4,1,57,M,Master,Single,Meh...
6081,1945,100731,25,83,1073,40,4,48,4,4,0,16,M,Graduation,Together,Meh...
6082,1944,111192,42,82,2166,36,4,43,10,7,0,8,M,Graduation,Divorced,OK nice!
6083,1967,68758,21,39,432,88,0,11,1,0,1,56,M,Master,Single,OK nice!
6084,1941,99066,31,87,1475,42,11,30,6,11,0,11,M,Master,Married,OK nice!
6085,1975,62064,24,91,655,43,10,30,7,10,0,48,M,Graduation,Married,Meh...
6086,1951,97218,38,91,1536,42,22,32,2,2,1,44,F,Graduation,Together,Take my money!!
6087,1961,81443,25,97,704,91,0,8,0,0,1,54,M,Graduation,Married,OK nice!
6088,1975,64259,15,53,253,42,11,27,16,3,1,44,M,2nd Cycle,Married,Meh...
6089,1942,99984,15,67,497,61,1,31,3,3,0,15,M,Graduation,Together,OK nice!
6090,1949,111340,38,17,1795,35,14,26,12,13,0,15,M,PhD,Together,Take my money!!
6091,1975,49079,6,303,17,58,4,35,3,0,1,40,M,PhD,Married,OK nice!
6092,1970,63740,10,29,50,86,0,13,0,0,1,65,M,Graduation,Married,Meh...
6093,1937,116627,33,91,1602,40,8,38,13,1,0,12,M,2nd Cycle,Single,Take my money!!
6094,1983,61754,20,57,482,52,1,30,7,10,1,51,F,Graduation,Married,Meh...
6095,1969,65967,21,69,543,68,2,26,2,2,1,42,M,1st Cycle,Married,OK nice!
6096,1943,109680,28,72,1076,68,3,21,5,3,1,43,M,Graduation,Together,OK nice!
6097,1960,65377,28,97,771,89,0,9,1,0,1,52,M,Graduation,Together,OK nice!
6098,1991,52819,15,62,216,13,14,39,22,12,1,56,F,Graduation,Married,OK nice!
6099,1992,24091,8,9,26,24,18,29,11,18,0,60,F,Graduation,Single,OK nice!
6100,1952,72667,15,9,444,74,2,22,0,1,1,18,F,PhD,Married,Kind of OK
6101,1956,82313,18,4,604,59,5,32,3,1,1,25,M,Graduation,Married,Meh...
6102,1979,50862,10,49,65,53,11,28,0,8,1,52,M,Graduation,Married,OK nice!
6103,1967,81127,29,10,1079,80,1,17,1,0,0,32,M,PhD,Married,Take my money!!
6104,1956,93039,29,91,1141,17,20,30,27,6,1,33,M,Graduation,Married,Take my money!!
6105,1996,30120,7,145,12,6,16,10,29,39,0,54,F,1st Cycle,Single,Kind of OK
6106,1960,80365,26,11,949,72,3,14,6,5,1,28,M,2nd Cycle,Widow,Take my money!!
6107,1954,109360,37,42,1607,46,2,25,14,13,0,37,F,Graduation,Married,OK nice!
6108,1987,39917,8,52,18,19,20,44,5,12,1,57,M,2nd Cycle,Single,Meh...
6109,1971,54680,8,92,37,56,9,22,8,5,1,49,M,Master,Married,Kind of OK
6110,1958,84366,28,92,1020,66,1,27,3,4,1,35,F,PhD,Divorced,OK nice!
6111,1967,74363,12,24,220,94,0,4,0,2,1,46,M,Graduation,Married,Kind of OK
6112,1973,56523,10,89,46,80,0,18,0,2,1,58,F,PhD,Single,Kind of OK
6113,1966,65135,8,26,66,68,6,18,3,5,1,49,F,1st Cycle,Together,Meh...
6114,1983,61572,19,28,296,59,2,24,4,10,1,72,M,Graduation,Single,OK nice!
6115,1973,45911,9,72,43,39,7,46,2,6,1,65,M,Graduation,Divorced,Kind of OK
6116,1960,77718,19,12,486,55,4,37,2,2,1,35,M,Graduation,Together,OK nice!
6117,1990,29042,10,49,38,41,6,34,7,12,1,45,F,Graduation,Married,Meh...
